quarter,trend
2005Q1,0.0
2005Q2,100.0
2005Q3,49.0
2005Q4,0.0
2006Q1,0.0
2006Q2,81.0
2006Q3,59.0
2006Q4,29.0
2007Q1,11.0
2007Q2,24.0
2007Q3,23.0
2007Q4,13.0
2008Q1,15.0
2008Q2,21.0
2008Q3,12.0
2008Q4,23.0
2009Q1,20.0
2009Q2,20.0
2009Q3,13.0
2009Q4,19.0
2010Q1,8.0
2010Q2,7.0
2010Q3,4.0
2010Q4,10.0
2011Q1,9.0
2011Q2,9.0
2011Q3,10.0
2011Q4,7.0
2012Q1,8.0
2012Q2,7.0
2012Q3,8.0
2012Q4,6.0
2013Q1,6.0
2013Q2,7.0
2013Q3,9.0
2013Q4,9.0
2014Q1,7.0
2014Q2,11.0
2014Q3,8.0
2014Q4,11.0
2015Q1,9.0
2015Q2,9.0
2015Q3,10.0
2015Q4,13.0
2016Q1,8.0
2016Q2,9.0
2016Q3,14.0
2016Q4,14.0
2017Q1,16.0
2017Q2,15.0
2017Q3,15.0
2017Q4,17.0
2018Q1,19.0
2018Q2,20.0
2018Q3,22.0
2018Q4,23.0
2019Q1,25.0
2019Q2,27.0
2019Q3,26.0
2019Q4,32.0
2020Q1,33.0
2020Q2,36.0
2020Q3,42.0
2020Q4,42.0
2021Q1,52.0
2021Q2,60.0
2021Q3,70.0
2021Q4,66.0
2022Q1,68.0
2022Q2,63.0
2022Q3,67.0
