quarter,trend
2005Q1,49.717514124293785
2005Q2,100.0
2005Q3,0.0
2005Q4,0.0
2006Q1,0.0
2006Q2,42.93785310734463
2006Q3,0.0
2006Q4,0.0
2007Q1,62.71186440677966
2007Q2,0.0
2007Q3,0.0
2007Q4,6.779661016949152
2008Q1,8.474576271186441
2008Q2,20.338983050847457
2008Q3,0.0
2008Q4,7.909604519774011
2009Q1,5.084745762711864
2009Q2,0.0
2009Q3,0.0
2009Q4,2.2598870056497176
2010Q1,0.0
2010Q2,5.084745762711864
2010Q3,12.429378531073446
2010Q4,0.0
2011Q1,0.5649717514124294
2011Q2,0.0
2011Q3,1.1299435028248588
2011Q4,0.0
2012Q1,0.5649717514124294
2012Q2,0.5649717514124294
2012Q3,0.5649717514124294
2012Q4,1.1299435028248588
2013Q1,0.5649717514124294
2013Q2,0.0
2013Q3,0.5649717514124294
2013Q4,0.0
2014Q1,1.694915254237288
2014Q2,0.0
2014Q3,0.0
2014Q4,1.1299435028248588
2015Q1,1.1299435028248588
2015Q2,1.1299435028248588
2015Q3,0.0
2015Q4,0.0
2016Q1,0.5649717514124294
2016Q2,1.694915254237288
2016Q3,0.0
2016Q4,0.5649717514124294
2017Q1,0.5649717514124294
2017Q2,0.0
2017Q3,1.1299435028248588
2017Q4,1.1299435028248588
2018Q1,0.5649717514124294
2018Q2,1.694915254237288
2018Q3,1.694915254237288
2018Q4,0.5649717514124294
2019Q1,1.1299435028248588
2019Q2,2.2598870056497176
2019Q3,1.1299435028248588
2019Q4,1.1299435028248588
2020Q1,1.694915254237288
2020Q2,2.2598870056497176
2020Q3,2.2598870056497176
2020Q4,1.694915254237288
2021Q1,1.694915254237288
2021Q2,2.2598870056497176
2021Q3,2.824858757062147
2021Q4,2.2598870056497176
2022Q1,2.2598870056497176
2022Q2,1.694915254237288
2022Q3,1.694915254237288
