quarter,change_perc_mean,change_perc_stdv
2012Q1,1.926060606060606,6.9503605749063215
2012Q2,0.2980645161290323,3.189500623181884
2012Q3,0.0,0.0
2012Q4,0.0,0.0
2013Q1,-0.47706896551724143,4.70292891516821
2013Q2,0.5468333333333334,2.5556355086567697
2013Q3,1.3667647058823529,3.4530581269083047
2013Q4,-0.2584745762711865,3.77418171700346
2014Q1,0.8019642857142857,3.935455810330607
2014Q2,-0.2698360655737705,2.6547978528212393
2014Q3,0.331875,1.7539432897023965
2014Q4,-0.2833846153846154,2.6778234380527435
2015Q1,0.3625,2.3861633335849946
2015Q2,-0.1678688524590164,3.049158416543872
2015Q3,0.282,2.1745611626256918
2015Q4,0.48363636363636364,3.4425869683952843
2016Q1,-0.06898305084745764,2.021137179834108
2016Q2,0.5509677419354839,3.249198998228625
2016Q3,-0.0023076923076923287,1.4898445485506713
2016Q4,-0.11599999999999999,1.2651776061091187
2017Q1,-0.04203389830508472,2.253615317402483
2017Q2,0.11032258064516129,2.715509171070921
2017Q3,-0.022656249999999982,2.190895476984566
2017Q4,0.072,1.4478067464271605
2018Q1,-0.07338983050847456,4.6020080362926015
2018Q2,-0.2088709677419355,3.6950126355021253
2018Q3,0.13593750000000002,1.7148674980051042
2018Q4,-0.0316923076923077,2.5378057508103633
2019Q1,0.24344827586206902,3.3853531530642247
2019Q2,0.03459016393442622,2.4601568877956352
2019Q3,0.0316923076923077,1.3328160615201763
2019Q4,-0.13954545454545456,0.9674557144596125
2020Q1,-0.04372881355932204,0.9096700771861623
2020Q2,0.21338709677419357,1.679611531539349
2020Q3,-0.06446153846153846,1.2534590025819934
2020Q4,0.23545454545454544,1.5887297120347745
2021Q1,0.44396551724137934,4.413637136276599
2021Q2,-0.132258064516129,4.349427857363461
2021Q3,0.65640625,4.39498500898088
2021Q4,0.021363636363636366,3.7918349064855073
2022Q1,0.11724137931034481,2.609273470906607
2022Q2,0.2798360655737705,3.836817905419054
2022Q3,-0.14109374999999996,2.868971452876559
