quarter,trend
2005Q1,55.0
2005Q2,0.0
2005Q3,0.0
2005Q4,100.0
2006Q1,0.0
2006Q2,64.0
2006Q3,27.0
2006Q4,0.0
2007Q1,34.0
2007Q2,0.0
2007Q3,0.0
2007Q4,14.0
2008Q1,17.0
2008Q2,10.0
2008Q3,12.0
2008Q4,0.0
2009Q1,0.0
2009Q2,20.0
2009Q3,15.0
2009Q4,22.0
2010Q1,15.0
2010Q2,8.0
2010Q3,12.0
2010Q4,18.0
2011Q1,12.0
2011Q2,12.0
2011Q3,7.0
2011Q4,9.0
2012Q1,8.0
2012Q2,7.0
2012Q3,8.0
2012Q4,7.0
2013Q1,7.0
2013Q2,6.0
2013Q3,7.0
2013Q4,5.0
2014Q1,6.0
2014Q2,6.0
2014Q3,3.0
2014Q4,4.0
2015Q1,7.0
2015Q2,5.0
2015Q3,5.0
2015Q4,6.0
2016Q1,5.0
2016Q2,6.0
2016Q3,7.0
2016Q4,8.0
2017Q1,6.0
2017Q2,4.0
2017Q3,8.0
2017Q4,14.0
2018Q1,12.0
2018Q2,14.0
2018Q3,17.0
2018Q4,18.0
2019Q1,15.0
2019Q2,14.0
2019Q3,16.0
2019Q4,15.0
2020Q1,13.0
2020Q2,22.0
2020Q3,22.0
2020Q4,22.0
2021Q1,20.0
2021Q2,21.0
2021Q3,19.0
2021Q4,20.0
2022Q1,16.0
2022Q2,14.0
2022Q3,11.0
