quarter,change_perc_mean,change_perc_stdv
2012Q2,0.2726666666666667,3.496859609197485
2012Q3,0.12625,2.0202282599306005
2012Q4,-0.014461538461538461,0.9113572138046895
2013Q1,0.585,2.0794670791655574
2013Q2,0.190655737704918,2.3866453924930275
2013Q3,0.2556923076923077,1.5209844357672282
2013Q4,0.016666666666666666,1.0195675302391447
2014Q1,0.4219642857142857,1.7196959769816156
2014Q2,0.5408196721311476,2.0554645015032227
2014Q3,-0.05375000000000001,1.561129525960417
2014Q4,-0.5748484848484848,2.9040371063661556
2015Q1,-0.09589285714285715,2.151065509154783
2015Q2,-0.06245901639344262,2.0875700832448754
2015Q3,-0.42661538461538456,2.787485581197617
2015Q4,-0.3146969696969697,1.2501768732672247
2016Q1,0.33305084745762714,3.1297202994105353
2016Q2,0.704516129032258,2.1428184882313484
2016Q3,0.21692307692307694,2.059420369816562
2016Q4,-0.1596923076923077,1.885177353419607
2017Q1,-0.15406779661016948,1.416097257818203
2017Q2,0.15225806451612903,1.4372587972747752
2017Q3,0.30109375,1.5561777729143604
2017Q4,0.5655384615384615,1.8442156452415879
2018Q1,0.5878947368421052,3.5477904274764067
2018Q2,-0.5253225806451612,3.8823086412647747
2018Q3,0.485,2.620364084723331
2018Q4,-0.40738461538461535,2.7602752789141545
2019Q1,0.22689655172413795,1.4340938907046226
2019Q2,0.004262295081967206,1.80083171434423
2019Q3,0.14446153846153847,1.4953605656007671
2019Q4,-0.1853030303030303,1.0596635455826675
2020Q1,-0.858135593220339,3.088392325095903
2020Q2,0.4020967741935484,2.4578653520569196
2020Q3,0.06984615384615386,1.9696957984576042
2020Q4,0.3056060606060606,1.4615104186979662
2021Q1,0.08620689655172412,2.3578825079624117
2021Q2,0.07387096774193547,1.7865658557266306
2021Q3,0.09374999999999999,2.3189553614190093
2021Q4,0.01772727272727274,2.4808092944127633
2022Q1,0.21741379310344827,2.6832244025038943
2022Q2,0.16532258064516125,3.523997226391204
2022Q3,-0.008437500000000014,2.2759852000732304
