Attributes,adjust,close,change_perc2,avg,volume_match,value_match,volume_reconcile,value_reconcile,open,high,low,volume
2013-02-07,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0
2013-02-08,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0
2013-02-18,3.2,3.2,-8.5714,3.2,100.0,320000.0,0.0,0.0,3.2,3.2,3.2,100.0
2013-02-19,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-02-20,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-02-21,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-02-22,3.5,3.5,9.375,3.5,100.0,350000.0,0.0,0.0,3.5,3.5,3.5,100.0
2013-02-25,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0
2013-02-26,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0
2013-02-27,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0
2013-02-28,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0
2013-03-01,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0
2013-03-04,3.2,3.2,-8.5714,3.2,2000.0,6400000.0,0.0,0.0,3.2,3.2,3.2,2000.0
2013-03-05,3.0,3.0,-6.25,3.0,200.0,600000.0,0.0,0.0,3.0,3.0,3.0,200.0
2013-03-06,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
2013-03-07,2.7,2.7,-10.0,2.7,1300.0,3510000.0,0.0,0.0,2.7,2.7,2.7,1300.0
2013-03-08,2.5,2.5,-7.4074,2.5,1200.0,3000000.0,0.0,0.0,2.5,2.5,2.5,1200.0
2013-03-11,2.7,2.7,8.0,2.7,100.0,270000.0,0.0,0.0,2.7,2.7,2.7,100.0
2013-03-12,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,2.7,2.7,2.7,0.0
2013-03-13,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,2.7,2.7,2.7,0.0
2013-03-14,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,2.7,2.7,2.7,0.0
2013-03-15,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,2.7,2.7,2.7,0.0
2013-03-18,2.5,2.5,-7.4074,2.5,100.0,250000.0,0.0,0.0,2.5,2.5,2.5,100.0
2013-03-19,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-03-20,2.4,2.4,-4.0,2.4,5000.0,12000000.0,0.0,0.0,2.4,2.4,2.4,5000.0
2013-03-21,2.4,2.4,0.0,2.4,100.0,240000.0,0.0,0.0,2.4,2.4,2.4,100.0
2013-03-22,2.6,2.6,8.3333,2.6,100.0,260000.0,0.0,0.0,2.6,2.6,2.6,100.0
2013-03-25,2.4,2.4,-7.6923,2.4,2000.0,4840000.0,0.0,0.0,2.8,2.8,2.4,2000.0
2013-03-26,2.6,2.6,8.3333,2.6,100.0,260000.0,0.0,0.0,2.6,2.6,2.6,100.0
2013-03-27,2.8,2.8,7.6923,2.8,300.0,830000.0,0.0,0.0,2.7,2.8,2.7,300.0
2013-03-28,3.0,3.0,7.1429,2.9,300.0,880000.0,0.0,0.0,2.9,3.0,2.9,300.0
2013-03-29,2.9,2.9,0.0,2.9,300.0,850000.0,0.0,0.0,2.8,2.9,2.8,300.0
2013-04-01,3.0,3.0,3.4483,3.0,400.0,1130000.0,0.0,0.0,2.7,3.0,2.7,400.0
2013-04-02,3.3,3.3,10.0,3.1,600.0,1880000.0,0.0,0.0,2.7,3.3,2.7,600.0
2013-04-03,3.1,3.1,0.0,3.1,0.0,0.0,0.0,0.0,3.1,3.1,3.1,0.0
2013-04-04,3.1,3.1,0.0,3.1,300.0,880000.0,0.0,0.0,2.8,3.1,2.8,300.0
2013-04-05,3.1,3.1,0.0,3.1,0.0,0.0,0.0,0.0,3.1,3.1,3.1,0.0
2013-04-08,3.3,3.3,6.4516,3.3,1900.0,5370000.0,0.0,0.0,2.8,3.3,2.8,1900.0
2013-04-09,3.3,3.3,0.0,3.3,0.0,0.0,0.0,0.0,3.3,3.3,3.3,0.0
2013-04-10,3.3,3.3,0.0,3.3,0.0,0.0,0.0,0.0,3.3,3.3,3.3,0.0
2013-04-11,3.2,3.2,-3.0303,3.2,300.0,920000.0,0.0,0.0,3.0,3.2,3.0,300.0
2013-04-12,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-04-15,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-04-16,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-04-17,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-04-18,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-04-22,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2013-04-23,3.4,3.4,6.25,3.4,100.0,340000.0,0.0,0.0,3.4,3.4,3.4,100.0
2013-04-24,3.4,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,3.4,3.4,0.0
2013-04-25,3.4,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,3.4,3.4,0.0
2013-04-26,3.3,3.3,0.0,3.3,200.0,640000.0,0.0,0.0,3.1,3.3,3.1,200.0
2013-05-02,3.3,3.3,0.0,3.3,0.0,0.0,0.0,0.0,3.3,3.3,3.3,0.0
2013-05-03,3.3,3.3,0.0,3.3,0.0,0.0,0.0,0.0,3.3,3.3,3.3,0.0
2013-05-06,3.0,3.0,-9.0909,3.0,200.0,600000.0,0.0,0.0,3.0,3.0,3.0,200.0
2013-05-07,3.0,3.0,0.0,2.9,1000.0,2830000.0,0.0,0.0,2.7,3.0,2.7,1000.0
2013-05-08,2.7,2.7,-6.8966,2.7,800.0,2160000.0,0.0,0.0,2.7,2.7,2.7,800.0
2013-05-09,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,2.7,2.7,2.7,0.0
2013-05-10,2.6,2.6,-3.7037,2.6,2000.0,5200000.0,0.0,0.0,2.6,2.6,2.6,2000.0
2013-05-13,2.6,2.6,0.0,2.6,6000.0,14420000.0,0.0,0.0,2.4,2.6,2.4,6000.0
2013-05-14,2.6,2.6,0.0,2.6,4100.0,9860000.0,0.0,0.0,2.4,2.6,2.4,4100.0
2013-05-15,2.7,2.7,3.8462,2.7,500.0,1270000.0,0.0,0.0,2.5,2.7,2.5,500.0
2013-05-16,2.8,2.8,3.7037,2.7,200.0,530000.0,0.0,0.0,2.5,2.8,2.5,200.0
2013-05-17,2.5,2.5,-7.4074,2.5,100.0,250000.0,0.0,0.0,2.5,2.5,2.5,100.0
2013-05-20,2.5,2.5,0.0,2.5,5200.0,11980000.0,0.0,0.0,2.3,2.5,2.3,5200.0
2013-05-21,2.5,2.5,0.0,2.5,5100.0,12750000.0,0.0,0.0,2.5,2.5,2.5,5100.0
2013-05-22,2.4,2.4,-4.0,2.4,12500.0,31000000.0,0.0,0.0,2.5,2.5,2.4,12500.0
2013-05-23,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-05-24,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-05-27,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-05-28,2.4,2.4,0.0,2.4,800.0,1920000.0,0.0,0.0,2.4,2.4,2.4,800.0
2013-05-29,2.4,2.4,0.0,2.4,1300.0,3120000.0,0.0,0.0,2.4,2.4,2.4,1300.0
2013-05-30,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-05-31,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-06-03,2.6,2.6,8.3333,2.6,100.0,260000.0,0.0,0.0,2.6,2.6,2.6,100.0
2013-06-04,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-06-05,2.8,2.8,7.6923,2.8,100.0,280000.0,0.0,0.0,2.8,2.8,2.8,100.0
2013-06-06,2.6,2.6,-7.1429,2.6,100.0,260000.0,0.0,0.0,2.6,2.6,2.6,100.0
2013-06-07,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-06-10,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-06-11,2.8,2.8,7.6923,2.8,2300.0,5560000.0,0.0,0.0,2.4,2.8,2.4,2300.0
2013-06-12,2.6,2.6,-7.1429,2.6,4000.0,10400000.0,0.0,0.0,2.6,2.6,2.6,4000.0
2013-06-13,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-06-14,2.6,2.6,0.0,2.6,200.0,500000.0,0.0,0.0,2.4,2.6,2.4,200.0
2013-06-17,2.7,2.7,3.8462,2.7,7700.0,18510000.0,0.0,0.0,2.4,2.7,2.4,7700.0
2013-06-18,2.6,2.6,-3.7037,2.6,11700.0,29610000.0,0.0,0.0,2.5,2.6,2.5,11700.0
2013-06-19,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-06-20,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-06-21,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-06-24,2.4,2.4,-7.6923,2.4,7500.0,18000000.0,0.0,0.0,2.4,2.4,2.4,7500.0
2013-06-25,2.2,2.2,-8.3333,2.2,400.0,910000.0,0.0,0.0,2.3,2.3,2.2,400.0
2013-06-26,2.4,2.4,9.0909,2.4,100.0,240000.0,0.0,0.0,2.4,2.4,2.4,100.0
2013-06-27,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-06-28,2.6,2.6,8.3333,2.6,100.0,260000.0,0.0,0.0,2.6,2.6,2.6,100.0
2013-07-01,2.4,2.4,-7.6923,2.4,700.0,1690000.0,0.0,0.0,2.5,2.5,2.4,700.0
2013-07-02,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-07-03,2.4,2.4,0.0,2.4,1700.0,4080000.0,0.0,0.0,2.4,2.4,2.4,1700.0
2013-07-04,2.5,2.5,4.1667,2.5,200.0,480000.0,0.0,0.0,2.3,2.5,2.3,200.0
2013-07-05,2.3,2.3,-8.0,2.3,100.0,230000.0,0.0,0.0,2.3,2.3,2.3,100.0
2013-07-08,2.5,2.5,0.0,2.5,100.0,250000.0,0.0,0.0,2.5,2.5,2.5,100.0
2013-07-09,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-07-10,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-07-11,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-07-12,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-07-15,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-07-16,2.5,2.5,0.0,2.5,600.0,1500000.0,0.0,0.0,2.7,2.7,2.3,600.0
2013-07-17,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-07-18,2.7,2.7,8.0,2.7,3000.0,7490000.0,0.0,0.0,2.4,2.7,2.4,3000.0
2013-07-19,2.8,2.8,3.7037,2.8,100.0,280000.0,0.0,0.0,2.8,2.8,2.8,100.0
2013-07-22,2.8,2.8,0.0,2.8,0.0,0.0,0.0,0.0,2.8,2.8,2.8,0.0
2013-07-23,2.8,2.8,0.0,2.8,0.0,0.0,0.0,0.0,2.8,2.8,2.8,0.0
2013-07-24,2.8,2.8,0.0,2.8,0.0,0.0,0.0,0.0,2.8,2.8,2.8,0.0
2013-07-25,2.9,2.9,3.5714,2.9,100.0,290000.0,0.0,0.0,2.9,2.9,2.9,100.0
2013-07-26,2.9,2.9,0.0,2.9,0.0,0.0,0.0,0.0,2.9,2.9,2.9,0.0
2013-07-29,2.9,2.9,0.0,2.9,0.0,0.0,0.0,0.0,2.9,2.9,2.9,0.0
2013-07-30,3.1,3.1,6.8966,3.1,100.0,310000.0,0.0,0.0,3.1,3.1,3.1,100.0
2013-07-31,3.1,3.1,0.0,3.1,0.0,0.0,0.0,0.0,3.1,3.1,3.1,0.0
2013-08-01,3.1,3.1,0.0,3.1,0.0,0.0,0.0,0.0,3.1,3.1,3.1,0.0
2013-08-02,2.8,2.8,-9.6774,2.8,200.0,560000.0,0.0,0.0,2.8,2.8,2.8,200.0
2013-08-05,2.6,2.6,-7.1429,2.6,200.0,520000.0,71.0,184600.0,2.6,2.6,2.6,271.0
2013-08-06,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-08-07,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-08-08,2.8,2.8,7.6923,2.4,200.0,520000.0,0.0,0.0,2.4,2.8,2.4,200.0
2013-08-09,2.8,2.8,0.0,2.8,0.0,0.0,0.0,0.0,2.8,2.8,2.8,0.0
2013-08-12,2.6,2.6,-7.1429,2.8,100.0,260000.0,0.0,0.0,2.6,2.6,2.6,100.0
2013-08-13,2.4,2.4,-7.6923,2.4,2100.0,5040000.0,0.0,0.0,2.4,2.4,2.4,2100.0
2013-08-14,2.2,2.2,-8.3333,2.2,5200.0,11440000.0,0.0,0.0,2.2,2.2,2.2,5200.0
2013-08-15,2.0,2.0,-9.0909,2.0,1000.0,2000000.0,0.0,0.0,2.0,2.0,2.0,1000.0
2013-08-16,2.0,2.0,0.0,1.9,200.0,380000.0,0.0,0.0,1.8,2.0,1.8,200.0
2013-08-19,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
2013-08-20,2.0,2.0,0.0,1.95,300.0,590000.0,0.0,0.0,1.8,2.1,1.8,300.0
2013-08-21,2.0,2.0,0.0,2.0,1000.0,2000000.0,0.0,0.0,2.0,2.0,2.0,1000.0
2013-08-22,2.0,2.0,0.0,2.0,200.0,400000.0,0.0,0.0,2.0,2.0,2.0,200.0
2013-08-23,2.1,2.1,5.0,2.0,100.0,210000.0,0.0,0.0,2.1,2.1,2.1,100.0
2013-08-26,2.2,2.2,4.7619,2.1,100.0,220000.0,0.0,0.0,2.2,2.2,2.2,100.0
2013-08-27,2.2,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,2.2,2.2,0.0
2013-08-28,2.2,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,2.2,2.2,0.0
2013-08-29,2.2,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,2.2,2.2,0.0
2013-08-30,2.1,2.1,0.0,2.1,100.0,210000.0,0.0,0.0,2.1,2.1,2.1,100.0
2013-09-03,2.2,2.2,4.7619,2.1,100.0,220000.0,0.0,0.0,2.2,2.2,2.2,100.0
2013-09-04,2.3,2.3,4.5455,2.3,100.0,230000.0,0.0,0.0,2.3,2.3,2.3,100.0
2013-09-05,2.4,2.4,4.3478,2.3,100.0,240000.0,0.0,0.0,2.4,2.4,2.4,100.0
2013-09-06,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-09,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-10,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-11,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-12,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-13,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-16,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-17,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-09-18,2.6,2.6,8.3333,2.6,100.0,260000.0,0.0,0.0,2.6,2.6,2.6,100.0
2013-09-19,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-09-20,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-09-23,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-09-24,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-09-25,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-09-26,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-09-27,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-09-30,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-10-01,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-10-02,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-10-03,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-10-04,2.6,2.6,0.0,2.6,0.0,0.0,0.0,0.0,2.6,2.6,2.6,0.0
2013-10-07,2.4,2.4,-7.6923,2.4,100.0,240000.0,0.0,0.0,2.4,2.4,2.4,100.0
2013-10-08,2.4,2.4,0.0,2.4,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0
2013-10-09,2.2,2.2,-8.3333,2.2,900.0,1980000.0,0.0,0.0,2.2,2.2,2.2,900.0
2013-10-10,2.0,2.0,-9.0909,2.0,600.0,1200000.0,0.0,0.0,2.0,2.0,2.0,600.0
2013-10-11,2.1,2.1,5.0,2.169,1600.0,3470000.0,0.0,0.0,2.2,2.2,2.1,1600.0
2013-10-14,2.1,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,2.1,2.1,0.0
2013-10-15,2.3,2.3,9.5238,1.996,2500.0,5020000.0,0.0,0.0,2.0,2.3,1.9,2500.0
2013-10-16,2.3,2.3,0.0,2.3,0.0,0.0,0.0,0.0,2.3,2.3,2.3,0.0
2013-10-17,2.5,2.5,8.6957,2.5,100.0,250000.0,0.0,0.0,2.5,2.5,2.5,100.0
2013-10-18,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0
2013-10-21,2.3,2.3,-8.0,2.3,100.0,230000.0,0.0,0.0,2.3,2.3,2.3,100.0
2013-10-22,2.3,2.3,0.0,2.3,0.0,0.0,0.0,0.0,2.3,2.3,2.3,0.0
2013-10-23,2.3,2.3,0.0,2.15,9100.0,19580000.0,0.0,0.0,2.1,2.3,2.1,9100.0
2013-10-24,2.1,2.1,-8.6957,2.1,28600.0,60060000.0,0.0,0.0,2.1,2.1,2.1,28600.0
2013-10-25,2.0,2.0,-4.7619,2.0,14000.0,27600000.0,0.0,0.0,2.0,2.0,1.9,14000.0
2013-10-28,2.2,2.2,10.0,2.1,3900.0,8520000.0,0.0,0.0,2.1,2.2,2.1,3900.0
2013-10-29,2.1,2.1,-4.5455,2.1,2900.0,6090000.0,0.0,0.0,2.1,2.1,2.1,2900.0
2013-10-30,2.1,2.1,0.0,2.1,11500.0,24150000.0,0.0,0.0,2.1,2.1,2.1,11500.0
2013-10-31,2.2,2.2,4.7619,2.051,32800.0,67280000.0,0.0,0.0,2.2,2.2,2.0,32800.0
2013-11-01,2.2,2.2,0.0,2.007,31600.0,63440000.0,0.0,0.0,2.1,2.2,2.0,31600.0
2013-11-04,2.2,2.2,0.0,2.207,3010.0,6640000.0,0.0,0.0,2.2,2.4,2.2,3010.0
2013-11-05,2.4,2.4,9.0909,2.348,41700.0,97910000.0,0.0,0.0,2.3,2.4,2.3,41700.0
2013-11-06,2.4,2.4,0.0,2.444,23600.0,57680000.0,0.0,0.0,2.6,2.6,2.3,23600.0
2013-11-07,2.3,2.3,-4.1667,2.3,2000.0,4600000.0,0.0,0.0,2.3,2.3,2.3,2000.0
2013-11-08,2.4,2.4,4.3478,2.345,17400.0,40810000.0,0.0,0.0,2.2,2.4,2.2,17400.0
2013-11-11,2.5,2.5,4.1667,2.409,3500.0,8430000.0,0.0,0.0,2.4,2.5,2.4,3500.0
2013-11-12,2.5,2.5,0.0,2.463,25100.0,61830000.0,0.0,0.0,2.4,2.5,2.4,25100.0
2013-11-13,2.4,2.4,-4.0,2.4,2300.0,5520000.0,0.0,0.0,2.4,2.4,2.4,2300.0
2013-11-14,2.4,2.4,0.0,2.4,16500.0,39600000.0,0.0,0.0,2.4,2.4,2.4,16500.0
2013-11-15,2.4,2.4,0.0,2.4,1700.0,4080000.0,0.0,0.0,2.4,2.4,2.4,1700.0
2013-11-18,2.6,2.6,8.3333,2.552,17900.0,45653800.0,0.0,0.0,2.5,2.6,2.5,17900.0
2013-11-19,2.8,2.8,7.6923,2.725,13400.0,36510000.0,0.0,0.0,2.6,2.8,2.6,13400.0
2013-11-20,3.0,3.0,7.1429,2.968,13400.0,39770000.0,0.0,0.0,2.9,3.0,2.9,13400.0
2013-11-21,2.9,2.9,-3.3333,3.063,44600.0,136550000.0,0.0,0.0,3.0,3.3,2.8,44600.0
2013-11-22,3.1,3.1,6.8966,3.034,6100.0,18510000.0,0.0,0.0,2.8,3.1,2.8,6100.0
2013-11-25,3.3,3.3,6.4516,3.012,1800.0,5450000.0,0.0,0.0,3.0,3.3,2.9,1800.0
2013-11-26,3.0,3.0,-9.0909,3.002,12600.0,37820000.0,0.0,0.0,3.0,3.1,3.0,12600.0
2013-11-27,3.0,3.0,0.0,2.993,15400.0,46100000.0,0.0,0.0,3.0,3.0,2.9,15400.0
2013-11-28,3.0,3.0,0.0,2.849,7179.0,20453300.0,0.0,0.0,3.0,3.0,2.8,7179.0
2013-11-29,3.0,3.0,0.0,2.81,4000.0,11260000.0,0.0,0.0,2.8,3.0,2.8,4000.0
2013-12-02,2.9,2.9,-3.3333,2.863,2100.0,6020000.0,0.0,0.0,3.0,3.0,2.8,2100.0
2013-12-03,2.9,2.9,0.0,3.0,6221.0,18066700.0,0.0,0.0,3.0,3.0,2.9,6221.0
2013-12-04,2.9,2.9,0.0,2.955,8300.0,24360000.0,0.0,0.0,2.8,3.1,2.8,8300.0
2013-12-05,3.0,3.0,3.4483,2.983,1900.0,5648300.0,0.0,0.0,3.0,3.0,2.9,1900.0
2013-12-06,3.0,3.0,0.0,2.932,23300.0,68320000.0,0.0,0.0,3.0,3.0,2.9,23300.0
2013-12-09,3.0,3.0,0.0,3.01,1700.0,5110000.0,0.0,0.0,3.1,3.1,3.0,1700.0
2013-12-10,2.8,2.8,-6.6667,2.9,3100.0,8790000.0,0.0,0.0,2.9,2.9,2.8,3100.0
2013-12-11,2.8,2.8,0.0,2.805,18800.0,52740000.0,0.0,0.0,2.8,2.9,2.8,18800.0
2013-12-12,3.0,3.0,7.1429,2.9,1400.0,4070000.0,0.0,0.0,2.9,3.0,2.9,1400.0
2013-12-13,3.0,3.0,0.0,3.0,1000.0,3000000.0,0.0,0.0,3.0,3.0,3.0,1000.0
2013-12-16,2.9,2.9,-3.3333,2.8,1500.0,4250000.0,0.0,0.0,2.8,2.9,2.8,1500.0
2013-12-17,2.8,2.8,-3.4483,2.9,3400.0,9780000.0,0.0,0.0,2.9,2.9,2.8,3400.0
2013-12-18,2.9,2.9,3.5714,2.9,1300.0,3770000.0,0.0,0.0,2.9,2.9,2.9,1300.0
2013-12-19,3.1,3.1,6.8966,3.01,19200.0,57800000.0,0.0,0.0,2.9,3.1,2.9,19200.0
