,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2011Q2,2448.0,-3333.0,-7684.0,-7677.0,-7677.0,149014.0,,154679.0,40577.0,40577.0,114102.0,0.0,-569.0,8452.0,0.0,-313.56,27.93,20.61
1,2012Q3,5062.0,996.0,-2164.0,-2044.0,-2044.0,213309.0,,216223.0,69580.0,69580.0,146643.0,0.0,-151.0,10862.0,0.0,-40.38,21.73,14.74
2,2012Q4,9341.0,4161.0,-277.0,-9223.0,-9223.0,219761.0,,222672.0,85252.0,85252.0,137420.0,,-835.0,10179.0,0.0,-98.74,23.19,14.31
3,2013Q1,6368.0,2533.0,-61.0,102.0,102.0,224187.0,,226929.0,89407.0,89407.0,137522.0,,-827.0,10187.0,0.0,1.6,23.18,14.05
4,2013Q2,8595.0,5476.0,19.0,15.0,15.0,218119.0,,220731.0,83195.0,83195.0,137537.0,,-826.0,10188.0,0.0,0.17,-7.98,-5.03
5,2013Q3,6876.0,1810.0,-726.0,-726.0,-726.0,219607.0,,222093.0,85283.0,85283.0,136810.0,,-728.0,10134.0,0.0,-10.56,-7.16,-4.41
6,2013Q4,-2835.0,-8044.0,-13354.0,-100066.0,-100066.0,140674.0,,143264.0,106515.0,106515.0,36749.0,,-7457.0,2722.0,0.0,3529.86,-89.77,-49.53
7,2014Q1,690.0,431.0,-1531.0,-1531.0,-1531.0,194832.0,,197310.0,117217.0,117217.0,80094.0,,-7578.0,5933.0,0.0,-221.91,-104.61,-52.24
8,2014Q2,773.0,384.0,-6436.0,-6360.0,-6360.0,121495.0,,123875.0,50142.0,50142.0,73734.0,,-8051.0,5462.0,0.0,-822.92,-132.79,-63.32
9,2014Q3,35366.0,34197.0,33230.0,32981.0,32981.0,268396.0,,270705.0,163990.0,163990.0,106715.0,,-5554.0,7905.0,0.0,93.26,-100.88,-40.79
10,2014Q4,9315.0,3376.0,1846.0,1816.0,1816.0,191703.0,,196998.0,89267.0,89267.0,107731.0,,1993.0,7980.0,0.0,19.5,29.22,13.64
11,2015Q1,4906.0,5314.0,3562.0,3562.0,3562.0,242384.0,,248114.0,138679.0,138679.0,109435.0,,2370.0,8106.0,0.0,72.61,32.19,15.24
12,2015Q2,5320.0,-1972.0,-3951.0,26685.0,26685.0,214158.0,,219945.0,83825.0,83825.0,136120.0,,4818.0,10083.0,0.0,501.55,56.56,27.8
13,2015Q3,3626.0,-2713.0,-4846.0,-4846.0,-4846.0,148693.0,,154715.0,23442.0,23442.0,131273.0,,2016.0,9724.0,0.0,-133.66,22.47,13.28
14,2015Q4,1916.0,1902.0,-619.0,-619.0,-619.0,149190.0,,155062.0,24408.0,24408.0,130654.0,,1836.0,9678.0,0.0,-32.34,19.53,12.74
15,2016Q1,1617.0,-1558.0,-2761.0,-2761.0,-2761.0,145418.0,4317.0,151658.0,23776.0,23578.0,127881.0,,1367.0,9473.0,0.0,-170.72,14.04,10.84
16,2016Q2,339.0,-1175.0,-2181.0,-2181.0,-2181.0,138469.0,3069.0,144492.0,19047.0,19047.0,125444.0,,-771.0,9292.0,0.0,-642.92,-8.08,-6.87
17,2016Q3,7282.0,4232.0,3096.0,3096.0,3096.0,163911.0,10654.0,169600.0,41422.0,41422.0,128177.0,,-183.0,9495.0,0.0,42.51,-1.93,-1.59
18,2016Q4,15621.0,7982.0,7933.0,7808.0,7808.0,237995.0,19991.0,243533.0,107832.0,107634.0,135701.0,,442.0,10052.0,0.0,49.98,4.61,3.36
19,2017Q1,20498.0,17001.0,17276.0,17276.0,17276.0,172960.0,79855.0,179472.0,26386.0,23921.0,153086.0,,1926.0,11340.0,0.0,84.28,19.17,14.11
20,2017Q2,49925.0,33900.0,40434.0,32273.0,32273.0,209126.0,38431.0,215320.0,33402.0,30208.0,181918.0,,4478.0,13475.0,0.0,64.64,28.18,20.72
21,2017Q3,27285.0,19062.0,16868.0,14710.0,14710.0,220520.0,,226391.0,29174.0,26275.0,197216.0,,5338.0,14609.0,3.65,53.91,43.16,33.34
22,2017Q4,39446.0,33367.0,31818.0,26656.0,26656.0,426909.0,363190.0,433180.0,33926.0,30872.0,399254.0,,6277.0,12858.0,2.07,67.57,39.04,34.49
23,2018Q1,33315.0,4107.0,2506.0,2506.0,2506.0,419736.0,222007.0,445933.0,45842.0,42987.0,400091.0,,3738.0,12885.0,2.38,7.52,25.84,23.06
24,2018Q2,25827.0,15014.0,28124.0,22458.0,22458.0,417212.0,96289.0,443433.0,20843.0,17679.0,422590.0,,2850.0,13610.0,2.81,86.95,18.7,17.13
25,2018Q3,14868.0,13026.0,9840.0,8025.0,8025.0,999546.0,145347.0,1059336.0,34327.0,30998.0,1025009.0,,2157.0,10576.0,4.87,53.98,10.62,10.02
26,2018Q4,39532.0,35054.0,30585.0,24270.0,24270.0,1022807.0,230476.0,1081624.0,32503.0,29005.0,1049120.0,,1210.0,10824.0,2.07,61.39,7.91,7.56
27,2019Q1,19592.0,-8167.0,5148.0,4118.0,4118.0,1049652.0,191133.0,1072628.0,19357.0,15690.0,1053271.0,,935.0,10867.0,2.78,21.02,6.63,6.44
28,2019Q2,30788.0,18040.0,14033.0,11234.0,11234.0,1025232.0,337894.0,1085555.0,22733.0,18892.0,1062822.0,,599.0,10966.0,4.01,36.49,4.55,4.43
29,2019Q3,44964.0,22512.0,18121.0,14497.0,14497.0,1034707.0,137682.0,1098226.0,20948.0,16927.0,1077277.0,,570.0,11115.0,3.34,32.24,5.1,4.99
30,2019Q4,120667.0,70991.0,65480.0,51980.0,51980.0,1089068.0,155493.0,1160851.0,31816.0,27613.0,1129035.0,,844.0,11649.0,2.84,43.08,7.57,7.41
31,2020Q1,106743.0,-32857.0,-37687.0,-38038.0,-38038.0,1030606.0,146288.0,1107870.0,19647.0,15443.0,1088223.0,,409.0,11228.0,4.64,-35.64,3.64,3.56
32,2020Q2,32508.0,43885.0,38591.0,38479.0,38479.0,1066340.0,192447.0,1142057.0,18735.0,18735.0,1123321.0,,690.0,11590.0,3.77,118.37,3.48,3.42
33,2020Q3,7254.0,5510.0,984.0,984.0,984.0,1063555.0,140586.0,1137706.0,13533.0,13533.0,1124173.0,,551.0,11599.0,4.36,13.56,0.09,0.09
34,2020Q4,4886.0,3197.0,188.0,144.0,144.0,1062648.0,146189.0,1136085.0,11888.0,11888.0,1124197.0,,16.0,11599.0,203.85,2.95,0.01,0.01
35,2021Q1,24437.0,-10124.0,-13246.0,-13456.0,-13456.0,1045311.0,149138.0,1118533.0,7911.0,7911.0,1110621.0,,270.0,11459.0,36.69,-55.06,-1.2,-1.19
36,2021Q2,22326.0,18532.0,15358.0,15392.0,15392.0,1095991.0,162773.0,1134587.0,8695.0,8695.0,1125893.0,,32.0,11616.0,322.65,68.94,1.38,1.37
37,2021Q3,12568.0,9596.0,6668.0,6668.0,6668.0,1104812.0,174335.0,1142124.0,9726.0,9726.0,1132399.0,,90.0,11684.0,106.37,53.05,0.59,0.59
38,2021Q4,36761.0,31054.0,28492.0,25273.0,25273.0,1134129.0,181266.0,1171495.0,13997.0,13997.0,1157498.0,,350.0,11943.0,46.64,68.75,2.21,2.18
