quarter,trend
2005Q1,100.0
2005Q2,25.0
2005Q3,34.0
2005Q4,0.0
2006Q1,19.0
2006Q2,0.0
2006Q3,10.0
2006Q4,14.0
2007Q1,9.0
2007Q2,19.0
2007Q3,20.0
2007Q4,28.0
2008Q1,34.0
2008Q2,28.0
2008Q3,29.0
2008Q4,31.0
2009Q1,40.0
2009Q2,67.0
2009Q3,38.0
2009Q4,56.0
2010Q1,50.0
2010Q2,42.0
2010Q3,38.0
2010Q4,34.0
2011Q1,36.0
2011Q2,35.0
2011Q3,36.0
2011Q4,40.0
2012Q1,36.0
2012Q2,23.0
2012Q3,23.0
2012Q4,25.0
2013Q1,23.0
2013Q2,21.0
2013Q3,20.0
2013Q4,22.0
2014Q1,21.0
2014Q2,17.0
2014Q3,18.0
2014Q4,19.0
2015Q1,20.0
2015Q2,18.0
2015Q3,21.0
2015Q4,29.0
2016Q1,26.0
2016Q2,23.0
2016Q3,17.0
2016Q4,14.0
2017Q1,14.0
2017Q2,11.0
2017Q3,12.0
2017Q4,11.0
2018Q1,10.0
2018Q2,7.0
2018Q3,7.0
2018Q4,6.0
2019Q1,6.0
2019Q2,4.0
2019Q3,3.0
2019Q4,3.0
2020Q1,3.0
2020Q2,3.0
2020Q3,3.0
2020Q4,3.0
2021Q1,3.0
2021Q2,3.0
2021Q3,3.0
2021Q4,3.0
2022Q1,3.0
2022Q2,3.0
2022Q3,3.0
